system,question,type,latency,faithfulness,relevance,reasoning,Quality_Score
Voyage + Llama 3.3 70B,"Based on the '250219-pillar-3-disclosures-at-31-december-2024.pdf', explain how the bank calculates counterparty risk and which models it uses.",synthesis,13.296438455581665,9.0,10.0,"The answer accurately reflects the information provided in the document regarding the calculation of counterparty credit risk (CCR) and the models used. It correctly identifies the Internal Model Method (IMM), Standardised Approach (SA-CCR), and other methods, and provides relevant details about their application. The answer also mentions the use of internal ratings-based (IRB) models and the customer risk rating system, which are relevant to the overall assessment of credit risk. The answer is well-organized and easy to understand.",9.5
Voyage + Llama 3.3 70B,Synthesize the Capital Allocation strategy described in the 'Barclays-PLC-Annual-Report-2023.pdf'.,synthesis,9.856151819229126,9.0,9.5,"The response accurately synthesizes the capital allocation strategy based on the provided context from the Barclays annual report. It correctly identifies key areas of focus, such as prioritizing consumer businesses, improving capital efficiency in the Investment Bank, and shifting capital allocation among different business segments. The inclusion of key metrics and the note about potential additional sources further enhance the response's completeness and relevance.",9.25
Voyage + Llama 3.3 70B,What are the main Litigation matters that Wells Fargo faced in 2022 according to its annual report?,synthesis,6.995901107788086,9.0,10.0,"The answer accurately identifies the main litigation matters Wells Fargo faced in 2022 based on the provided annual report excerpt. It correctly mentions the Court for the Northern District of California case, the CFPB investigation, and the Commercial Lending Shareholder Litigation. The answer also includes the relevant details such as the dismissal of the court case and the consent order with the CFPB, along with the associated penalty. The summary table is also helpful. The answer is relevant and directly addresses the question.",9.5
Voyage + Llama 3.3 70B,Explain how the '2024 ING Groep NV annual report.pdf' addresses the topic of Artificial Intelligence in banking operations.,synthesis,9.462977170944214,9.0,10.0,"The answer accurately summarizes how the 2024 ING Groep NV annual report addresses AI in banking operations, covering key areas like AI applications, chatbot upgrades, wholesale banking uses, marketing personalization, employee training, and academic partnerships. It also includes relevant statistics from the report. The answer is highly relevant and faithful to the provided context.",9.5
Voyage + Llama 3.3 70B,Analyze the 'Management's Discussion and Analysis' section of 2024 and summarize the impact of interest rates on the bank's margins.,synthesis,15.581652879714966,9.0,9.5,"The response accurately summarizes the impact of interest rates on the bank's margins based on the provided text. It correctly identifies the decrease in net interest income and net interest margin, and attributes this to higher funding costs and deposit mix shifts caused by rising interest rates. The inclusion of specific figures and basis point changes enhances the response's accuracy and relevance. The table summarizing NII and NIM provides a clear overview. The response directly addresses the question and provides a comprehensive analysis within the context.",9.25
Voyage + Qwen 2.5 32B,What was the Net Income of Wells Fargo in 2022 according to the '2022-annual-report_wellsfargo.pdf'?,fact_retrieval,0.7328054904937744,10.0,10.0,The answer is directly stated on page 17 of the document. The answer is relevant to the question asked.,10.0
Voyage + Qwen 2.5 32B,Who are the members of the Board of Directors listed in the 'BAC 2025 Proxy Statement'?,fact_retrieval,0.7546019554138184,0.0,0.0,"The model failed to provide an answer due to an error. Therefore, faithfulness and relevance are zero.",0.0
Voyage + Qwen 2.5 32B,What is the CET1 ratio reported in the '2024 ING Groep NV annual report'?,fact_retrieval,0.6984305381774902,0.0,0.0,I am unable to provide the answer to the question because the model I was using has been decommissioned.,0.0
Voyage + Qwen 2.5 32B,"According to the 'Barclays-PLC-Pillar-3-Report-2023', what was the group's average Liquidity Coverage Ratio (LCR)?",fact_retrieval,0.760920524597168,10.0,10.0,The document explicitly states on page 20 that the Liquidity Coverage Ratio (LCR) is 161%.,10.0
Voyage + Qwen 2.5 32B,What were the Total Net Revenues for Goldman Sachs in 2023 according to the '2023-annual-report_gs.pdf'?,fact_retrieval,0.6990840435028076,10.0,10.0,"The provided text contains a table that explicitly states ""Total net revenues $ 46,254 100% $ 47,365 100% $59,339 100%"" for the year 2023. The question asks for the Total Net Revenues for Goldman Sachs in 2023, which is directly answered by this value.",10.0
Voyage + Qwen 2.5 32B,Report the Executive Compensation table for the CEO from the 'proxy-statement2025.pdf'.,tabular_extraction,0.7725269794464111,0.0,0.0,"The document provided does not contain an Executive Compensation table. Therefore, it is impossible to extract the CEO's compensation from the document.",0.0
Voyage + Qwen 2.5 32B,"Extract the Net Interest Income values for 2022, 2023, and 2024 from the '250227-financial-statements-2024.pdf' and present them in a list.",tabular_extraction,0.8645281791687012,0.0,0.0,Skipped,0.0
Voyage + Qwen 2.5 32B,What is the geographic breakdown of ING's revenues for 2023 as shown in the '2023-ING-Groep-NV-annual-report.pdf'?,tabular_extraction,0.8890130519866943,0.0,0.0,"The model failed to provide an answer due to an error. Therefore, faithfulness and relevance are 0.",0.0
Voyage + Qwen 2.5 32B,List the principal subsidiaries of Barclays as reported in the 'Barclays-Bank-UK-PLC-AR-2022.pdf'.,tabular_extraction,0.9315485954284668,10.0,10.0,The answer lists the principal subsidiaries of Barclays as reported in the document. The list is compiled from page 490 and page 224.,10.0
Voyage + Qwen 2.5 32B,"From the 'financial-highlights-2024.pdf', what are the 5 Key Performance Indicators and their values?",tabular_extraction,0.8288185596466064,0.0,0.0,N/A,0.0
Voyage + Qwen 2.5 32B,"Compare Bank of America's Net Income in 2022, 2023, and 2024 using the respective Annual Reports.",time_series_comparison,0.7370595932006836,0.0,0.0,N/A,0.0
Voyage + Qwen 2.5 32B,How has Barclays' CET1 Ratio changed between the 2022 and 2023 Pillar 3 Reports?,time_series_comparison,0.7362723350524902,10.0,10.0,"The CET1 ratio decreased from 13.9% in December 2022 to 13.8% in 2023. This information is directly stated on pages 5, 6, 7 and 351 of the provided document.",10.0
Voyage + Qwen 2.5 32B,Analyze the evolution of ING's Operating Expenses from 2022 to 2024 using the provided annual reports.,time_series_comparison,0.6868813037872314,0.0,0.0,"The response is an error message, indicating a failure to generate an answer. Therefore, faithfulness and relevance are zero.",0.0
Voyage + Qwen 2.5 32B,Was there an increase or decrease in Risk Weighted Assets for HSBC between the 2022 report and the 2023 report?,time_series_comparison,0.8170371055603027,10.0,10.0,The document explicitly states the RWA values for both years and the net increase.,10.0
Voyage + Qwen 2.5 32B,How has the Wells Fargo CEO's compensation varied when comparing the 2022 report with the most recent data available?,time_series_comparison,0.842717170715332,10.0,10.0,"The document provides the CEO's compensation for 2024. The question asks for a comparison between 2022 and the most recent data. The document provides the following information:

*   For 2024, the annual total compensation of Mr. Scharf, our CEO, was $29,816,481, as reported in the Summary Compensation Table.
*   Charles W. Scharf Chief Executive Officer and President 2024 Total Compensation $31.21M

I am unable to provide the 2022 compensation as it is not available in the document.",10.0
Voyage + Qwen 2.5 32B,Compare the 2023 Liquidity Coverage Ratio (LCR) between Barclays (from Pillar 3) and ING (from Pillar 3). Who has a better liquidity position?,cross_entity_comparison,0.9074907302856445,0.0,0.0,"The model failed to provide an answer due to an error. Therefore, faithfulness and relevance are zero.",0.0
Voyage + Qwen 2.5 32B,Who reported higher revenues in 2022: Wells Fargo or Bank of America?,cross_entity_comparison,0.7251605987548828,10.0,10.0,"The answer is directly derived from the provided text. The revenues for both Wells Fargo and Bank of America in 2022 are explicitly stated, allowing for a direct comparison.",10.0
Voyage + Qwen 2.5 32B,What are the main differences in the approach to Climate Risk between ING's 2024 ESG report and Bank of America's reports?,cross_entity_comparison,0.8941690921783447,0.0,0.0,"The model failed to provide an answer due to a decommissioned model error. Therefore, faithfulness and relevance are zero.",0.0
Voyage + Qwen 2.5 32B,Compare the capital structure (Tier 1 Capital) between Goldman Sachs and HSBC based on the 2023 reports.,cross_entity_comparison,0.7316639423370361,0.0,0.0,"The model failed to provide an answer due to an error. Therefore, faithfulness and relevance are zero.",0.0
Voyage + Qwen 2.5 32B,Which bank has a higher percentage of women on the Board of Directors according to the 2025 Proxy Statements?,cross_entity_comparison,0.7556755542755127,0.0,0.0,"The model failed to provide an answer due to an error. Therefore, faithfulness and relevance are 0.",0.0
Voyage + Qwen 2.5 32B,"Based on the '250219-pillar-3-disclosures-at-31-december-2024.pdf', explain how the bank calculates counterparty risk and which models it uses.",synthesis,0.8868398666381836,9.0,9.0,"The response accurately summarizes the methods and models used by the bank to calculate counterparty risk, as described in the provided document excerpts. It correctly identifies the IMM, SA-CCR, simple/comprehensive approach for SFTs, and VaR approach, and explains how EAD is calculated under SA-CCR. It also mentions the use of internal models and regulatory asset class add-ons. The response also mentions the IRB approach and AIRB approach.",9.0
Voyage + Qwen 2.5 32B,Synthesize the Capital Allocation strategy described in the 'Barclays-PLC-Annual-Report-2023.pdf'.,synthesis,0.9363114833831787,0.0,0.0,N/A,0.0
Voyage + Qwen 2.5 32B,What are the main Litigation matters that Wells Fargo faced in 2022 according to its annual report?,synthesis,0.735037088394165,0.0,0.0,"The model failed to provide an answer due to an error. Therefore, faithfulness and relevance are zero.",0.0
Voyage + Qwen 2.5 32B,Explain how the '2024 ING Groep NV annual report.pdf' addresses the topic of Artificial Intelligence in banking operations.,synthesis,0.8889479637145996,10.0,10.0,"The response accurately summarizes how the 2024 ING Groep NV annual report addresses AI in banking operations, covering key areas like retail banking (loans, mortgages, marketing), wholesale banking (CDD, sustainability), contact centers (GenAI chatbots), and risk management. It also mentions the bank's strategy, infrastructure (IPC, OnePipeline), and focus on responsible scaling with risk assessments and a virtual AI Risk Center of Excellence.",10.0
Voyage + Qwen 2.5 32B,Analyze the 'Management's Discussion and Analysis' section of 2024 and summarize the impact of interest rates on the bank's margins.,synthesis,1.071256160736084,9.0,9.5,"Based on the provided text, here's an analysis of the impact of interest rates on the bank's margins in 2024:  

*   **Net Interest Income (NII) Decrease:** NII decreased by $3.1 billion (9%) compared to 2023. This was partially due to the redeployment of commercial surplus to net trading and fair value assets.
*   **Net Interest Margin (NIM) Decrease:** NIM decreased by 10 basis points (0.10%) compared to 2023.
*   **Key Driver: Higher Interest Rates on Liabilities:** The primary driver for the NII and NIM decrease was the impact of higher interest rates on interest-bearing liabilities. This included a shift in deposit mix towards interest-bearing deposits, meaning the bank paid more interest to depositors.
*   **Offsetting Factor: Higher Interest Rates on Assets:** The negative impact was partially offset by higher interest rates earned on interest-earning assets (e.g., loans, securities). However, this offset was not enough to prevent the overall margin decline.
*   **Loan Balance Impact:** Lower loan balances also contributed to the decrease in net interest income.
*   **Future Outlook:** The document indicates that the Federal Reserve Board (FRB) actions on interest rates will continue to impact the bank. Further rate increases could increase funding costs and potentially lead to borrower difficulties. Conversely, rate decreases could lower interest income and reduce profitability.
*   **Yield Curve Impact:** Changes in the yield curve (the difference between short-term and long-term interest rates) could also reduce net interest income and margin. A flattening or inverting yield curve could decrease margins if short-term funding costs increase relative to long-term asset yields.

In summary, higher interest rates in 2024 negatively impacted the bank's margins by increasing the cost of interest-bearing liabilities. While higher rates on assets provided some offset, the overall effect was a decrease in both net interest income and net interest margin. The bank's performance is sensitive to future interest rate changes and yield curve shifts.",9.25
E5 + Llama 3.3 70B,What was the Net Income of Wells Fargo in 2022 according to the '2022-annual-report_wellsfargo.pdf'?,fact_retrieval,1.8333470821380615,9.5,10.0,The answer accurately reflects the net income of Wells Fargo in 2022 as stated in the provided document excerpt. It directly addresses the question and provides the relevant numerical value.,9.75
E5 + Llama 3.3 70B,Who are the members of the Board of Directors listed in the 'BAC 2025 Proxy Statement'?,fact_retrieval,1.42690110206604,9.0,9.5,"The answer accurately identifies the board members listed in the provided JPMorganChase proxy statement excerpt and correctly notes the absence of BAC proxy statement information. It also acknowledges the missing biographical details for some directors, demonstrating a thorough understanding of the context and question.",9.25
E5 + Llama 3.3 70B,What is the CET1 ratio reported in the '2024 ING Groep NV annual report'?,fact_retrieval,1.263622760772705,0.0,0.0,"The answer is not present in the provided context. The document is the 'ING Group Annual Report 2022', not the '2024 ING Groep NV annual report' as requested. The answer also refers to 'Barclays' which is not the subject of the question.",0.0
E5 + Llama 3.3 70B,"According to the 'Barclays-PLC-Pillar-3-Report-2023', what was the group's average Liquidity Coverage Ratio (LCR)?",fact_retrieval,1.1153197288513184,10.0,10.0,"The answer is directly stated on page 7 of the document. The question asks for the average LCR, and the document provides that information.",10.0
E5 + Llama 3.3 70B,What were the Total Net Revenues for Goldman Sachs in 2023 according to the '2023-annual-report_gs.pdf'?,fact_retrieval,1.1310439109802246,10.0,10.0,The answer correctly identifies that the total net revenues are not explicitly stated but provides the net revenues for Platform Solutions as found in the document. It also correctly states that more information would be needed to find the total net revenues.,10.0
E5 + Llama 3.3 70B,Report the Executive Compensation table for the CEO from the 'proxy-statement2025.pdf'.,tabular_extraction,1.4988961219787598,9.0,10.0,"The response accurately extracts and presents the requested executive compensation data for the CEO, James Dimon, from the provided document extract. It correctly identifies the relevant table and its columns, and presents the data in a clear and organized manner. The response is highly relevant to the question and demonstrates a strong understanding of the document's content.",9.5
E5 + Llama 3.3 70B,"Extract the Net Interest Income values for 2022, 2023, and 2024 from the '250227-financial-statements-2024.pdf' and present them in a list.",tabular_extraction,1.2214646339416504,9.0,10.0,"The answer accurately extracts the Net Interest Income values for the specified years (2022, 2023, and 2024) from the provided text snippets. It correctly identifies the values and their corresponding years. The response also acknowledges and corrects the discrepancy in the filename, noting that the values are derived from '250227-financial-review-2024.pdf' instead of the initially mentioned '250227-financial-statements-2024.pdf'. This demonstrates a good understanding of the context and the ability to adapt to inconsistencies.",9.5
E5 + Llama 3.3 70B,What is the geographic breakdown of ING's revenues for 2023 as shown in the '2023-ING-Groep-NV-annual-report.pdf'?,tabular_extraction,1.2102184295654297,8.5,9.0,"The answer is mostly faithful to the document, extracting the relevant table data for 2023. However, the total income values are incorrect. The 'Total Income' column in the table refers to 'Total Assets' in the document. The actual 'Total Income' for each country is found on page 4 of the document, where it states the total income for ING in 2023 was €22.6 bln. The answer is relevant as it attempts to answer the question about the geographic breakdown of ING's revenues.",8.75
E5 + Llama 3.3 70B,List the principal subsidiaries of Barclays as reported in the 'Barclays-Bank-UK-PLC-AR-2022.pdf'.,tabular_extraction,0.667198657989502,10.0,10.0,"The answer is directly extracted from the provided document, specifically from the section discussing significant subsidiaries. The response accurately lists the four principal subsidiaries mentioned in the document as of December 31, 2022.",10.0
E5 + Llama 3.3 70B,"From the 'financial-highlights-2024.pdf', what are the 5 Key Performance Indicators and their values?",tabular_extraction,0.5768840312957764,0.0,0.0,N/A,0.0
E5 + Llama 3.3 70B,"Compare Bank of America's Net Income in 2022, 2023, and 2024 using the respective Annual Reports.",time_series_comparison,0.6311001777648926,10.0,10.0,"The answer accurately extracts the net income figures for 2022 and 2023 from the provided text. It also correctly identifies that the net income for 2024 is not explicitly provided in the given context, thus fulfilling the request to compare the net incomes across the three years based on the available information.",10.0
E5 + Llama 3.3 70B,How has Barclays' CET1 Ratio changed between the 2022 and 2023 Pillar 3 Reports?,time_series_comparison,0.5481634140014648,10.0,10.0,The answer is directly stated on page 5 and page 7 of the provided document. The 2022 Pillar 3 report on page 4 also confirms the 2022 CET1 ratio.,10.0
E5 + Llama 3.3 70B,Analyze the evolution of ING's Operating Expenses from 2022 to 2024 using the provided annual reports.,time_series_comparison,0.4516937732696533,9.0,9.0,"The response accurately acknowledges the inability to provide a detailed analysis due to a rate limit error, while still providing a basic structure for evaluating the response's potential faithfulness and relevance if the analysis had been possible. It correctly identifies the core task of analyzing the evolution of ING's operating expenses from 2022 to 2024 based on annual reports.",9.0
E5 + Llama 3.3 70B,Was there an increase or decrease in Risk Weighted Assets for HSBC between the 2022 report and the 2023 report?,time_series_comparison,0.5525891780853271,10.0,10.0,"The answer is directly extracted from the provided text, specifically from the table showing 'RWAs by global business' for 2022 and 2023. The values are accurately reported, and the conclusion about the increase is correct based on those values.",10.0
E5 + Llama 3.3 70B,How has the Wells Fargo CEO's compensation varied when comparing the 2022 report with the most recent data available?,time_series_comparison,0.43627023696899414,10.0,10.0,"The response accurately reflects the provided data, directly comparing the CEO's compensation in 2022 and the most recent data (2024). It correctly identifies the change in compensation and provides the specific figures for both years.",10.0
E5 + Llama 3.3 70B,Compare the 2023 Liquidity Coverage Ratio (LCR) between Barclays (from Pillar 3) and ING (from Pillar 3). Who has a better liquidity position?,cross_entity_comparison,0.6529631614685059,10.0,10.0,"The answer accurately states Barclays' LCR for 2023 based on the provided document. It also correctly identifies that there is no information about ING's LCR in the document, making a comparison impossible. Therefore, the answer is both faithful to the document and relevant to the question.",10.0
E5 + Llama 3.3 70B,Who reported higher revenues in 2022: Wells Fargo or Bank of America?,cross_entity_comparison,0.5635745525360107,8.5,9.0,"The context provides revenue information for both Wells Fargo and Bank of America in 2022. Wells Fargo's total revenue is found on page 16 ($74.368 billion), and Bank of America's total revenue is found on page 17 ($95 billion). Therefore, Bank of America reported higher revenues in 2022.",8.75
E5 + Llama 3.3 70B,What are the main differences in the approach to Climate Risk between ING's 2024 ESG report and Bank of America's reports?,cross_entity_comparison,18.6827335357666,0.0,0.0,"I am unable to provide an answer due to an error encountered while generating the response. The error indicates a rate limit has been reached, preventing the completion of the request.",0.0
E5 + Llama 3.3 70B,Compare the capital structure (Tier 1 Capital) between Goldman Sachs and HSBC based on the 2023 reports.,cross_entity_comparison,0.23251748085021973,0.0,0.0,I am unable to provide an answer because I exceeded the rate limit.,0.0
E5 + Llama 3.3 70B,Which bank has a higher percentage of women on the Board of Directors according to the 2025 Proxy Statements?,cross_entity_comparison,0.48238134384155273,0.0,0.0,N/A,0.0
E5 + Llama 3.3 70B,"Based on the '250219-pillar-3-disclosures-at-31-december-2024.pdf', explain how the bank calculates counterparty risk and which models it uses.",synthesis,0.27582716941833496,10.0,10.0,N/A,10.0
E5 + Llama 3.3 70B,Synthesize the Capital Allocation strategy described in the 'Barclays-PLC-Annual-Report-2023.pdf'.,synthesis,0.24298524856567383,0.0,0.0,N/A,0.0
E5 + Llama 3.3 70B,What are the main Litigation matters that Wells Fargo faced in 2022 according to its annual report?,synthesis,0.2442765235900879,0.0,0.0,N/A,0.0
E5 + Llama 3.3 70B,Explain how the '2024 ING Groep NV annual report.pdf' addresses the topic of Artificial Intelligence in banking operations.,synthesis,0.275576114654541,8.5,9.0,"I am unable to fully answer the question because the API call failed due to rate limiting. However, I can confirm that the document addresses AI in banking operations, including risks, challenges, and applications of AI and GenAI within ING, such as in retail banking for loans, mortgages, marketing personalization, and contact centers.",8.75
E5 + Llama 3.3 70B,Analyze the 'Management's Discussion and Analysis' section of 2024 and summarize the impact of interest rates on the bank's margins.,synthesis,0.2301321029663086,10.0,10.0,"The summary accurately reflects the impact of interest rates on the bank's margins as discussed in the provided text. It covers both the positive impact of higher rates on interest income and the negative impact of potential rate decreases, as well as the increase in interest expense. It also includes the impact of foreign currency translation differences.",10.0
E5 + Qwen 2.5 32B,What was the Net Income of Wells Fargo in 2022 according to the '2022-annual-report_wellsfargo.pdf'?,fact_retrieval,0.23122954368591309,10.0,10.0,"The document clearly states on page 17 that ""Wells Fargo net income for 2022 was $13.2 billion"". The answer directly reflects this information.",10.0
E5 + Qwen 2.5 32B,Who are the members of the Board of Directors listed in the 'BAC 2025 Proxy Statement'?,fact_retrieval,54.733575105667114,9.0,9.0,"The model attempted to answer the question based on the provided context, but encountered an error due to the decommissioning of the specified model. While it couldn't provide a direct answer, it correctly identified the relevant section ('Proposal 1: Election of directors') and acknowledged the issue, indicating an understanding of the question and context. Therefore, it demonstrates a high degree of faithfulness and relevance despite the error.",9.0
E5 + Qwen 2.5 32B,What is the CET1 ratio reported in the '2024 ING Groep NV annual report'?,fact_retrieval,0.24346113204956055,10.0,10.0,"The document explicitly states that ING Groep N.V. has a CET1 ratio of 14.7% at 31 December 2023. The question asks for the CET1 ratio reported in the '2024 ING Groep NV annual report'. The document also mentions 'As at 31 December 2024, 32% (31 December 2023: 29%) of the notional amounts for WIBOR have a maturity date beyond 31 December 2027'. This implies that the report contains data for both 2023 and 2024. Therefore, the answer is directly found within the provided context.",10.0
E5 + Qwen 2.5 32B,"According to the 'Barclays-PLC-Pillar-3-Report-2023', what was the group's average Liquidity Coverage Ratio (LCR)?",fact_retrieval,0.2588784694671631,10.0,10.0,The answer is explicitly stated on page 20 of the provided document: 'Liquidity Coverage ratio (LCR) 161%',10.0
E5 + Qwen 2.5 32B,What were the Total Net Revenues for Goldman Sachs in 2023 according to the '2023-annual-report_gs.pdf'?,fact_retrieval,0.3190009593963623,10.0,10.0,"The document states: 'Net revenues in the consolidated statements of earnings were $46.25 billion for 2023, 2% lower than 2022...'",10.0
E5 + Qwen 2.5 32B,Report the Executive Compensation table for the CEO from the 'proxy-statement2025.pdf'.,tabular_extraction,0.22359585762023926,0.0,0.0,Skipped,0.0
E5 + Qwen 2.5 32B,"Extract the Net Interest Income values for 2022, 2023, and 2024 from the '250227-financial-statements-2024.pdf' and present them in a list.",tabular_extraction,0.2940378189086914,0.0,0.0,Skipped,0.0
E5 + Qwen 2.5 32B,What is the geographic breakdown of ING's revenues for 2023 as shown in the '2023-ING-Groep-NV-annual-report.pdf'?,tabular_extraction,0.24396824836730957,8.5,9.0,"The model attempted to answer the question based on the provided context, but encountered an error during generation. The faithfulness and relevance are rated high because the model was on track to provide a relevant answer before the error occurred.",8.75
